x,q,v
216.156529,0.000000,100.000000
216.256554,0.000000,100.000000
216.356579,0.000000,100.000000
216.456604,0.000000,100.000000
216.556629,0.000000,100.000000
216.656654,0.000000,100.000000
216.756679,0.000000,100.000000
216.856704,0.000000,100.000000
216.956729,0.000000,100.000000
217.056754,0.000000,100.000000
217.156779,0.000000,100.000000
217.256804,0.000000,100.000000
217.356829,0.000000,100.000000
217.456854,0.000000,100.000000
217.556879,0.000000,100.000000
217.656904,0.000000,100.000000
217.756929,0.000000,100.000000
217.856954,0.000000,100.000000
217.956979,0.000000,100.000000
218.057004,0.000000,100.000000
218.157029,0.000000,100.000000
218.257054,0.000000,100.000000
218.357079,0.000000,100.000000
218.457104,0.000000,100.000000
218.557129,0.000000,100.000000
218.657154,0.000000,100.000000
218.757179,0.000000,100.000000
218.857204,0.000000,100.000000
218.957229,0.000000,100.000000
219.057254,0.000000,100.000000
219.157279,0.000000,100.000000
219.257304,0.000000,100.000000
219.357329,0.000000,100.000000
219.457354,0.000000,100.000000
219.557379,0.000000,100.000000
219.657404,0.000000,100.000000
219.757429,0.000000,100.000000
219.857454,0.000000,100.000000
219.957479,0.000000,100.000000
220.057504,0.000000,100.000000
220.157529,0.000000,100.000000
220.257554,0.000000,100.000000
220.357579,0.000000,100.000000
220.457604,0.000000,100.000000
220.557629,0.000000,100.000000
220.657654,0.000000,100.000000
220.757679,0.000000,100.000000
220.857704,0.000000,100.000000
220.957729,0.000000,100.000000
221.057754,0.000000,100.000000
221.157779,0.000000,100.000000
221.257804,0.000000,100.000000
221.357829,0.000000,100.000000
221.457854,0.000000,100.000000
221.557879,0.000000,100.000000
221.657904,0.000000,100.000000
221.757929,0.000000,100.000000
221.857954,0.000000,100.000000
221.957979,0.000000,100.000000
222.058005,0.000000,100.000000
222.158030,0.000000,100.000000
222.258055,0.000000,100.000000
222.358080,0.000000,100.000000
222.458105,0.000000,100.000000
222.558130,0.000000,100.000000
222.658155,0.000000,100.000000
222.758180,0.000000,100.000000
222.858205,0.000000,100.000000
222.958230,0.000000,100.000000
223.058255,0.000000,100.000000
223.158280,0.000000,100.000000
223.258305,0.000000,100.000000
223.358330,0.000000,100.000000
223.458355,0.000000,100.000000
223.558380,0.000000,100.000000
223.658405,0.000000,100.000000
223.758430,0.000000,100.000000
223.858455,0.000000,100.000000
223.958480,0.000000,100.000000
224.058505,0.000000,100.000000
224.158530,0.000000,100.000000
224.258555,0.000000,100.000000
224.358580,0.000000,100.000000
224.458605,0.000000,100.000000
224.558630,0.000000,100.000000
224.658655,0.000000,100.000000
224.758680,0.000000,100.000000
224.858705,0.000000,100.000000
224.958730,0.000000,100.000000
225.058755,0.000000,100.000000
225.158780,0.000000,100.000000
225.258805,0.000000,100.000000
225.358830,0.000000,100.000000
225.458855,0.000000,100.000000
225.558880,0.000000,100.000000
225.658905,0.000000,100.000000
225.758930,0.000000,100.000000
225.858955,0.000000,100.000000
225.958980,0.000000,100.000000
226.059005,0.000000,100.000000
226.159030,0.000000,100.000000
226.259055,0.000000,100.000000
226.359080,0.000000,100.000000
226.459105,0.000000,100.000000
226.559130,0.000000,100.000000
226.659155,0.000000,100.000000
226.759180,0.000000,100.000000
226.859205,0.000000,100.000000
226.959230,0.000000,100.000000
227.059255,0.000000,100.000000
227.159280,0.000000,100.000000
227.259305,0.000000,100.000000
227.359330,0.000000,100.000000
227.459355,0.000000,100.000000
227.559380,0.000000,100.000000
227.659405,0.000000,100.000000
227.759430,0.000000,100.000000
227.859455,0.000000,100.000000
227.959480,0.000000,100.000000
228.059505,0.000000,100.000000
228.159530,0.000000,100.000000
228.259555,0.000000,100.000000
228.359580,0.000000,100.000000
228.459605,0.000000,100.000000
228.559630,0.000000,100.000000
228.659655,0.000000,100.000000
228.759680,0.000000,100.000000
228.859705,0.000000,100.000000
228.959730,0.000000,100.000000
229.059755,0.000000,100.000000
229.159780,0.000000,100.000000
229.259805,0.000000,100.000000
229.359830,0.000000,100.000000
229.459855,0.000000,100.000000
229.559880,0.000000,100.000000
229.659905,0.000000,100.000000
229.759930,0.000000,100.000000
229.859955,0.000000,100.000000
229.959980,0.000000,100.000000
230.060005,0.000000,100.000000
230.160030,0.000000,100.000000
230.260055,0.000000,100.000000
230.360080,0.000000,100.000000
230.460105,0.000000,100.000000
230.560130,0.000000,100.000000
230.660155,0.000000,100.000000
230.760180,0.000000,100.000000
230.860205,0.000000,100.000000
230.960230,0.000000,100.000000
231.060255,0.000000,100.000000
231.160280,0.000000,100.000000
231.260305,0.000000,100.000000
231.360330,0.000000,100.000000
231.460355,0.000000,100.000000
231.560380,0.000000,100.000000
231.660405,0.000000,100.000000
231.760430,0.000000,100.000000
231.860455,0.000000,100.000000
231.960480,0.000000,100.000000
232.060505,0.000000,100.000000
232.160530,0.000000,100.000000
232.260555,0.000000,100.000000
232.360580,0.000000,100.000000
232.460605,0.000000,100.000000
232.560630,0.000000,100.000000
232.660655,0.000000,100.000000
232.760680,0.000000,100.000000
232.860705,0.000000,100.000000
232.960730,0.000000,100.000000
233.060755,0.000000,100.000000
233.160780,0.000000,100.000000
233.260805,0.000000,100.000000
233.360830,0.000000,100.000000
233.460855,0.000000,100.000000
233.560880,0.000000,100.000000
233.660905,0.000000,100.000000
233.760930,0.000000,100.000000
233.860955,0.000000,100.000000
233.960980,0.000000,100.000000
234.061005,0.000000,100.000000
234.161030,0.000000,100.000000
234.261055,0.000000,100.000000
234.361080,0.000000,100.000000
234.461105,0.000000,100.000000
234.561130,0.000000,100.000000
234.661155,0.000000,100.000000
234.761180,0.000000,100.000000
234.861205,0.000000,100.000000
234.961230,0.000000,100.000000
235.061255,0.000000,100.000000
235.161280,0.000000,100.000000
235.261305,0.000000,100.000000
235.361330,0.000000,100.000000
235.461355,0.000000,100.000000
235.561380,0.000000,100.000000
235.661405,0.000000,100.000000
235.761430,0.000000,100.000000
235.861455,0.000000,100.000000
235.961480,0.000000,100.000000
236.061505,0.000000,100.000000
236.161530,0.000000,100.000000
236.261555,0.000000,100.000000
236.361580,0.000000,100.000000
236.461605,0.000000,100.000000
236.561630,0.000000,100.000000
236.661655,0.000000,100.000000
236.761680,0.000000,100.000000
236.861705,0.000000,100.000000
236.961730,0.000000,100.000000
237.061755,0.000000,100.000000
237.161780,0.000000,100.000000
237.261805,0.000000,100.000000
237.361830,0.000000,100.000000
237.461855,0.000000,100.000000
237.561880,0.000000,100.000000
237.661905,0.000000,100.000000
237.761930,0.000000,100.000000
237.861955,0.000000,100.000000
237.961980,0.000000,100.000000
238.062006,0.000000,100.000000
238.162031,0.000000,100.000000
238.262056,0.000000,100.000000
238.362081,0.000000,100.000000
238.462106,0.000000,100.000000
238.562131,0.000000,100.000000
238.662156,0.000000,100.000000
238.762181,0.000000,100.000000
238.862206,0.000000,100.000000
238.962231,0.000000,100.000000
239.062256,0.000000,100.000000
239.162281,0.000000,100.000000
239.262306,0.000000,100.000000
239.362331,0.000000,100.000000
239.462356,0.000000,100.000000
239.562381,0.000000,100.000000
239.662406,0.000000,100.000000
239.762431,0.000000,100.000000
239.862456,0.000000,100.000000
239.962481,0.000000,100.000000
240.062506,0.000000,100.000000
240.162531,0.000000,100.000000
240.262556,0.000000,100.000000
240.362581,0.000000,100.000000
240.462606,0.000000,100.000000
240.562631,0.000000,100.000000
240.662656,0.000000,100.000000
240.762681,0.000000,100.000000
240.862706,0.000000,100.000000
240.962731,0.000000,100.000000
241.062756,0.000000,100.000000
241.162781,0.000000,100.000000
241.262806,0.000000,100.000000
241.362831,0.000000,100.000000
241.462856,0.000000,100.000000
241.562881,0.000000,100.000000
241.662906,0.000000,100.000000
241.762931,0.000000,100.000000
241.862956,0.000000,100.000000
241.962981,0.000000,100.000000
242.063006,0.000000,100.000000
242.163031,0.000000,100.000000
242.263056,0.000000,100.000000
242.363081,0.000000,100.000000
242.463106,0.000000,100.000000
242.563131,0.000000,100.000000
242.663156,0.000000,100.000000
242.763181,0.000000,100.000000
242.863206,0.000000,100.000000
242.963231,0.000000,100.000000
243.063256,0.000000,100.000000
